onco	y	color	n	mean	sd	l95	u95
FALSE	1	#9959E1	1955	58.59079283887468	130.7970812980379	52.79286557045146	64.38872010729789
TRUE	2	#66A61E	139	11.172661870503598	27.941690854181253	6.5275799861666055	15.81774375484059
