mesh_id	topl
D007184	C16
D007184	C17
D007190	OTH
D007213	OTH
D007230	OTH
D007232	C16
D007238	C23
D007239	C01
D007244	C01
D007244	C15
D007244	C20
D007246	OTH
D007247	OTH
D007248	OTH
D007249	C23
D007251	C01
D007251	C08
D007288	OTH
D007299	OTH
D007319	C10
D007319	F03
D007328	OTH
D007331	C10
D007331	C18
D007333	C18
D007340	C04
D007360	F03
D007383	C14
D007383	C23
D007398	F03
D007402	C17
D007403	C05
D007405	C05
D007405	C23
D007410	C06
D007412	C06
D007412	C23
D007414	C04
D007415	C06
D007416	C06
D007418	C06
D007421	OTH
D007429	OTH
D007433	OTH
D007443	C06
D007499	C11
D007500	C11
D007501	OTH
D007508	F03
D007511	C23
D007532	OTH
D007562	C01
D007562	C10
D007562	F03
D007565	C23
D007566	C16
D007566	C18
D007567	C16
D007567	C23
D007571	C05
D007573	C04
D007589	C15
D007589	C16
D007589	C20
D007592	C05
D007593	C05
D007617	C01
D007617	C17
D007619	C08
D007619	C14
D007619	C16
D007625	C05
D007625	C10
D007625	C11
D007625	C14
D007625	C18
D007625	C23
D007627	C17
D007627	C23
D007634	C11
D007636	C17
D007637	C11
D007638	C11
D007640	C11
D007642	C17
D007644	C16
D007644	C17
D007645	C16
D007645	C17
D007662	C18
D007668	OTH
D007669	C23
D007673	OTH
D007674	OTH
D007676	OTH
D007680	C04
D007681	OTH
D007683	OTH
D007690	C16
D007706	C10
D007706	C16
D007706	C17
D007706	C18
D007710	C01
D007713	C16
D007713	C19
D007714	C05
D007714	C16
D007736	OTH
D007737	OTH
D007738	C05
D007751	OTH
D007752	OTH
D007759	OTH
D007762	OTH
D007766	C11
D007767	C11
D007770	OTH
D007787	C06
D007787	C16
D007787	C18
D007791	OTH
D007805	C10
D007805	C23
D007806	C10
D007806	C23
D007818	C08
D007819	C08
D007822	C04
D007826	C08
D007827	C01
D007827	C08
D007830	OTH
D007839	C05
D007839	F03
D007855	OTH
D007859	C10
D007859	C23
D007859	F03
D007863	C16
D007863	C18
D007871	C17
D007888	C10
D007888	C16
D007888	C18
D007889	C04
D007890	C04
D007896	C01
D007896	C17
D007899	OTH
D007905	C11
D007906	C11
D007911	C17
D007918	C01
D007922	C01
D007925	C14
D007926	C10
D007926	C16
D007926	C18
D007938	C04
D007943	C04
D007945	C04
D007946	C04
D007951	C04
D007952	C04
D007955	C15
D007958	OTH
D007960	C15
D007964	C15
D007964	C23
D007965	C10
D007965	C16
D007965	C18
D007966	C10
D007966	C16
D007966	C18
D007968	C01
D007968	C10
D007969	C10
D007969	C14
D007969	C16
D007970	C15
D007971	C04
D007972	C04
D007973	OTH
D007989	F03
D008010	C17
D008049	OTH
D008052	C16
D008052	C18
D008055	OTH
D008059	C16
D008059	C17
D008059	C18
D008060	C17
D008060	C18
D008064	C16
D008064	C18
D008065	C08
D008065	C16
D008067	C04
D008068	C17
D008068	C18
D008071	OTH
D008072	C16
D008072	C18
D008074	OTH
D008076	OTH
D008078	OTH
D008080	C04
D008088	C01
D008099	OTH
D008100	C01
D008100	C06
D008103	C06
D008103	C23
D008104	C06
D008104	C23
D008105	C06
D008105	C23
D008107	C06
D008108	C06
D008111	OTH
D008113	C04
D008127	OTH
D008132	F03
D008133	C14
D008133	C16
D008133	C23
D008136	OTH
D008139	OTH
D008141	C05
D008169	C01
D008169	C08
D008171	C08
D008173	C08
D008175	C04
D008176	OTH
D008178	C17
D008179	C17
D008180	C17
D008180	C20
D008181	C17
D008181	C20
D008193	C01
D008194	OTH
D008199	C15
D008201	C15
D008201	C16
D008205	C15
D008206	C15
D008209	C15
D008210	C04
D008218	C15
D008223	C04
D008224	C04
D008228	C04
D008231	C15
D008231	C20
D008232	C15
D008232	C20
D008239	OTH
D008244	OTH
D008258	C04
D008268	C11
D008269	C11
D008274	OTH
D008275	C18
D008286	C06
D008286	C18
D008288	C01
D008303	C04
D008305	C23
D008309	C06
D008310	OTH
D008313	OTH
D008342	C05
D008342	C11
D008342	C16
D008345	OTH
D008363	C16
D008363	C18
D008375	C10
D008375	C16
D008375	C18
D008382	C05
D008382	C14
D008382	C16
D008382	C17
D008413	C17
D008415	C04
D008417	C01
D008417	C05
D008423	OTH
D008457	C01
D008477	C08
D008478	C08
D008478	C23
D008479	C04
D008480	C08
D008527	C04
D008531	C06
D008532	C06
D008545	C04
D008548	C17
D008551	C06
D008551	C23
D008565	OTH
D008569	C10
D008569	C23
D008570	F03
D008572	OTH
D008575	OTH
D008577	C04
D008579	C04
D008580	C10
D008580	C23
D008581	C10
D008582	C10
D008587	C01
D008587	C10
D008588	C10
D008588	C16
D008588	C23
D008589	C01
D008590	C01
D008590	C10
D008591	C10
D008591	C16
D008593	OTH
D008594	OTH
D008595	C23
D008597	OTH
D008599	C23
D008603	F03
D008607	C10
D008607	C23
D008607	F03
D008654	C04
D008658	OTH
D008659	C18
D008661	C16
D008661	C18
D008664	C16
D008664	C18
D008679	C23
D008687	OTH
D008708	C15
D008727	OTH
D008787	OTH
D008790	OTH
D008796	C23
D008831	C05
D008831	C10
D008831	C16
D008844	C05
D008844	C16
D008850	C11
D008850	C16
D008878	C08
D008881	C10
D008883	C17
D008892	OTH
D008911	OTH
D008944	C14
D008945	C14
D008947	C17
D008976	C01
D008976	C17
D008998	C15
D008998	C20
D009006	C23
D009026	OTH
D009041	C23
D009043	C05
D009043	F03
D009056	C16
D009058	C08
D009058	C23
D009059	OTH
D009062	C04
D009069	C10
D009072	C10
D009072	C14
D009080	C14
D009080	C15
D009080	C17
D009081	C05
D009081	C10
D009081	C16
D009081	C18
D009083	C16
D009083	C17
D009083	C18
D009084	C16
D009084	C17
D009084	C18
D009085	C16
D009085	C17
D009085	C18
D009087	C16
D009087	C17
D009087	C18
D009091	C01
D009099	OTH
D009101	C04
D009102	C23
D009103	C10
D009103	C20
D009107	C01
D009120	C05
D009120	C10
D009120	C23
D009122	C10
D009122	C23
D009123	C10
D009123	C23
D009126	C05
D009127	C05
D009127	C10
D009127	C23
D009128	C05
D009128	C10
D009128	C23
D009129	C05
D009132	C05
D009133	C10
D009133	C23
D009134	C10
D009135	C05
D009135	C10
D009136	C05
D009136	C10
D009136	C16
D009139	C05
D009139	C16
D009140	C05
D009155	C10
D009155	C23
D009155	F03
D009157	C04
D009164	C01
D009165	C01
D009181	C01
D009187	C01
D009187	C10
D009188	C04
D009190	C15
D009195	OTH
D009196	C15
D009202	C14
D009203	C14
D009203	C23
D009205	C14
D009207	C10
D009207	C23
D009209	C05
D009211	OTH
D009212	C05
D009216	C11
D009220	C05
D009220	C10
D009221	C05
D009222	C10
D009222	C23
D009223	C05
D009223	C10
D009223	C16
D009224	C05
D009224	C10
D009224	C16
D009230	C17
D009230	C19
D009241	OTH
D009260	C17
D009261	C05
D009261	C16
D009261	C17
D009263	C17
D009264	C23
D009290	C10
D009290	F03
D009293	F03
D009298	C08
D009298	C23
D009302	OTH
D009303	C04
D009304	C01
D009304	C08
D009320	OTH
D009325	C23
D009333	OTH
D009336	C23
D009341	F03
D009357	C16
D009357	F03
D009358	C16
D009362	C04
D009369	C04
D009371	C04
D009372	C04
D009373	C04
D009377	C04
D009386	C04
D009389	C23
D009393	OTH
D009394	C16
D009394	C17
D009395	OTH
D009396	C04
D009397	C18
D009400	OTH
D009401	OTH
D009402	OTH
D009404	OTH
D009419	OTH
D009421	C10
D009421	C16
D009422	C10
D009436	C10
D009436	C16
D009437	C10
D009437	C23
D009442	C04
D009443	C10
D009447	C04
D009450	C17
D009455	C04
D009456	C04
D009459	C10
D009461	C10
D009461	C23
D009463	C04
D009468	C10
D009471	C10
D009471	C11
D009471	C20
D009472	C10
D009472	C16
D009472	C18
D009477	C10
D009477	C16
D009497	F03
D009503	C15
D009504	OTH
D009506	C04
D009508	C04
D009542	C10
D009542	C15
D009542	C16
D009542	C18
D009543	OTH
D009617	C01
D009618	C01
D009634	C05
D009634	C14
D009634	C16
D009634	C17
D009661	OTH
D009668	C08
D009750	C18
D009755	C11
D009759	C10
D009759	C11
D009765	C18
D009765	C23
D009767	C18
D009767	C23
D009770	F03
D009771	F03
D009794	C23
D009798	C11
D009800	C10
D009800	C16
D009800	C18
D009839	C23
D009845	OTH
D009846	C23
D009849	C10
D009849	C16
D009853	OTH
D009855	C01
D009855	C17
D009877	C01
D009877	C11
D009886	C10
D009886	C11
D009886	C23
D009894	C01
D009896	C10
D009896	C11
D009901	C10
D009901	C11
D009902	C10
D009902	C11
D009920	C19
D009929	OTH
D009958	C05
D009958	C16
D009994	OTH
D009999	C23
D010000	C05
D010001	C05
D010002	C05
D010003	C05
D010004	C05
D010004	C16
D010009	C05
D010009	C16
D010012	C05
D010013	C05
D010013	C16
D010013	C17
D010014	C05
D010018	C05
D010018	C18
D010019	C01
D010019	C05
D010020	C05
D010020	C23
D010022	C05
D010023	C05
D010023	C17
D010024	C05
D010024	C18
D010026	C05
D010031	OTH
D010032	OTH
D010033	OTH
D010034	OTH
D010040	OTH
D010048	C04
D010049	C19
D010051	C04
D010070	OTH
D010118	OTH
D010123	C01
D010144	C04
D010145	C04
D010146	C23
D010148	C23
D010149	C23
D010167	C23
D010179	OTH
D010182	C06
D010188	C06
D010190	C04
D010192	C04
D010195	C06
D010198	C15
D010200	F03
D010211	C10
D010211	C11
D010212	C04
D010214	C16
D010214	C17
D010229	C01
D010235	C04
D010243	C10
D010243	C23
D010245	C05
D010245	C10
D010245	C16
D010245	C18
D010254	C08
D010259	F03
D010262	F03
D010264	C10
D010264	C23
D010265	C15
D010265	C20
D010267	C17
D010272	C01
D010279	C19
D010282	C04
D010291	C10
D010291	C23
D010292	C10
D010292	C23
D010300	C10
D010302	C10
D010304	C01
D010304	C17
D010305	OTH
D010309	OTH
D010366	OTH
D010381	C15
D010381	C16
D010382	C06
D010382	C14
D010383	C18
D010384	C05
D010386	C04
D010391	C17
D010391	C20
D010392	C17
D010392	C20
D010404	OTH
D010406	OTH
D010409	OTH
D010411	C17
D010412	C04
D010437	C06
D010438	C06
D010438	C23
D010439	C06
D010469	F03
D010482	C01
D010488	C14
D010488	C17
D010490	C14
D010493	C14
D010494	C14
D010505	C16
D010508	C01
D010510	OTH
D010518	OTH
D010522	C01
D010522	C05
D010523	C10
D010528	C06
D010534	C04
D010538	C01
D010538	C06
D010547	C08
D010547	C16
D010549	F03
D010551	F03
D010554	F03
D010580	C04
D010591	C10
D010591	C23
D010599	OTH
D010608	OTH
D010612	C01
D010612	C08
D010649	OTH
D010661	C10
D010661	C16
D010661	C18
D010672	OTH
D010673	C04
D010688	OTH
D010689	C14
D010698	F03
D010710	OTH
D010713	OTH
D010716	OTH
D010767	OTH
D010787	C17
D010842	C23
D010842	F03
D010845	C08
D010845	C10
D010845	C18
D010850	C01
D010859	C17
D010859	C23
D010863	C05
D010863	C17
D010863	F03
D010864	C04
D010894	OTH
D010899	C10
D010899	C14
D010899	C19
D010911	C04
D010916	C17
D010918	OTH
D010922	OTH
D010923	OTH
D010930	C01
D010939	OTH
D010953	OTH
D010959	OTH
D010974	OTH
D010976	OTH
D010979	OTH
D010995	C08
D010996	C08
D010998	C01
D010998	C08
D011006	C06
D011008	C01
D011014	C01
D011014	C08
D011015	C01
D011015	C08
D011018	C01
D011018	C08
D011019	C01
D011019	C08
D011020	C01
D011020	C08
D011026	C14
D011027	C06
D011030	C08
D011038	C16
D011038	C17
D011038	C18
D011041	OTH
D011051	C01
D011051	C10
D011085	C04
D011086	C15
D011087	C04
D011110	OTH
D011111	C05
D011111	C17
D011115	C10
D011125	C04
D011127	C23
D011129	C10
D011129	C20
D011141	C23
D011146	C17
D011164	C18
D011178	C06
D011178	C23
D011183	C23
D011188	OTH
D011191	C18
D011200	C01
D011218	C10
D011218	C16
D011218	C18
D011225	OTH
D011239	OTH
D011247	OTH
D011248	OTH
D011272	OTH
D011273	OTH
D011274	OTH
D011288	OTH
D011289	C04
D011293	C23
D011296	OTH
D011297	OTH
D011305	C11
D011312	OTH
D011317	OTH
D011345	OTH
D011346	OTH
D011349	C06
D011350	C06
D011352	OTH
D011371	C16
D011371	C18
D011374	OTH
D011392	OTH
D011433	OTH
D011469	OTH
D011470	OTH
D011471	C04
D011472	OTH
D011504	C06
D011506	OTH
D011507	C23
D011536	C17
D011537	C17
D011537	C23
D011538	C06
D011538	C17
D011539	C17
D011546	C16
D011547	C05
D011547	C16
D011547	C18
D011552	C01
D011556	C05
D011556	C16
D011556	C18
D011559	C10
D011561	C14
D011561	C15
D011561	C16
D011561	C17
D011565	C17
D011595	C10
D011595	C23
D011596	C10
D011596	C23
D011597	C05
D011597	F03
D011602	C23
D011604	F03
D011618	F03
D011625	C11
D011627	OTH
D011628	C19
D011629	C19
D011644	OTH
D011649	C08
D011654	C08
D011655	C08
D011655	C14
D011656	C08
D011657	C08
D011657	C15
D011658	C08
D011660	C14
D011665	C14
D011668	C08
D011668	C14
D011671	OTH
D011681	C10
D011681	C11
D011681	C23
D011686	C16
D011686	C18
D011693	C15
D011693	C23
D011695	C14
D011695	C15
D011695	C20
D011695	C23
D011696	C15
D011696	C20
D011696	C23
D011697	C15
D011697	C23
D011699	OTH
D011702	OTH
D011704	OTH
D011711	C17
D011730	OTH
D011761	OTH
D011776	C01
D011778	C01
D011782	C10
D011782	C23
D011801	OTH
D011803	OTH
D011818	C01
D011832	OTH
D011843	C10
D011855	C17
D011885	OTH
D011899	OTH
D011928	C14
D011930	C05
D011930	F03
D011995	OTH
D012001	C10
D012001	C23
D012002	C06
D012003	C06
D012003	C23
D012004	C04
D012005	C06
D012005	C23
D012010	C15
D012019	C10
D012021	C10
D012021	C23
D012026	C05
D012030	C11
D012035	C10
D012035	C16
D012035	C18
D012038	OTH
D012061	C01
D012078	C14
D012080	C05
D012080	C18
D012080	C19
D012083	OTH
D012090	OTH
D012120	C08
D012127	C08
D012127	C16
D012128	C08
D012129	OTH
D012130	C08
D012130	C20
D012131	C08
D012133	C08
D012133	C10
D012133	C23
D012135	C23
D012140	C08
D012141	C01
D012141	C08
D012148	C10
D012148	F03
D012161	C14
D012162	C11
D012163	C11
D012164	C11
D012166	C11
D012166	C23
D012167	C11
D012170	C11
D012170	C14
D012171	C14
D012173	C11
D012174	C11
D012174	C16
D012175	C04
D012178	C11
D012178	C16
D012185	C23
D012202	C06
D012202	C10
D012202	C18
D012206	C05
D012208	C04
D012213	C01
D012213	C05
D012214	C01
D012214	C14
D012216	C05
D012216	C17
D012217	OTH
D012220	C01
D012220	C08
D012221	C08
D012221	C20
D012222	C08
D012223	C08
D012224	C17
D012253	OTH
D012255	OTH
D012257	C18
D012275	C01
D012279	C05
D012279	C18
D012309	F03
D012393	C17
D012400	C01
D012409	C01
D012415	C05
D012415	C10
D012415	C16
D012459	OTH
D012460	OTH
D012466	OTH
D012468	C04
D012472	C06
D012478	C01
D012480	C01
D012488	OTH
D012497	C10
D012497	C16
D012497	C18
D012507	C15
D012509	C04
D012512	C04
D012514	C04
D012516	C04
D012532	C01
D012532	C17
D012541	C01
D012552	C01
D012559	F03
D012563	F03
D012585	C10
D012585	C23
D012594	C17
D012595	C17
D012598	C23
D012600	C05
D012607	C10
D012607	C11
D012607	C23
D012625	C17
D012628	C17
D012640	C10
D012640	C23
D012652	F03
D012678	C10
D012678	C23
D012680	OTH
D012694	OTH
D012700	C23
D012709	OTH
D012713	C17
D012713	C20
D012725	F03
D012729	C23
D012735	OTH
D012739	OTH
D012749	C01
D012749	C23
D012760	C01
D012768	OTH
D012769	C23
D012770	C14
D012770	C23
D012771	C23
D012772	C01
D012772	C23
D012774	C23
D012778	C06
D012778	C23
D012793	OTH
D012798	OTH
D012804	C14
D012804	C23
D012816	C23
D012817	C23
D012848	C14
D012848	C23
D012852	C01
D012852	C08
D012859	C05
D012859	C11
D012859	C17
D012859	C20
D012868	C16
D012868	C17
D012871	C17
D012872	C17
D012873	C16
D012873	C17
D012874	C01
D012874	C17
D012877	C23
D012878	C04
D012880	C17
D012886	C05
D012887	C10
D012890	C05
D012890	F03
D012891	C08
D012891	C10
D012893	C10
D012893	C23
D012893	F03
D012899	C01
D012907	F03
D012912	C23
D012913	C23
D012934	F03
D012964	OTH
D012968	OTH
D012983	C04
D013001	F03
D013009	C10
D013009	F03
D013015	OTH
D013035	C10
D013035	C23
D013036	C10
D013064	C10
D013064	C23
D013076	OTH
D013081	OTH
D013088	C23
D013103	C15
D013103	C16
D013106	C10
D013106	C16
D013106	C18
D013107	OTH
D013109	OTH
D013117	C10
D013118	C10
D013119	C10
D013122	C05
D013123	OTH
D013130	C05
D013131	C05
D013132	C10
D013132	C16
D013145	C01
D013148	OTH
D013158	C15
D013159	C14
D013159	C15
D013159	C23
D013161	C15
D013163	C23
D013166	C01
D013166	C05
D013167	C05
D013168	C05
D013180	OTH
D013183	OTH
D013203	C01
D013206	C01
D013206	C17
D013207	C01
D013207	C17
D013213	OTH
D013224	C08
D013224	C20
D013226	C10
D013226	C23
D013262	C17
D013262	C20
D013271	C06
D013272	C06
D013274	C04
D013276	C06
D013280	OTH
D013281	OTH
D013285	C10
D013285	C11
D013290	C01
D013313	F03
D013315	F03
D013318	OTH
D013322	C01
D013342	C10
D013342	C23
D013345	C10
D013345	C14
D013345	C23
D013353	C01
D013353	C10
D013375	F03
D013398	C23
D013405	F03
D013406	F03
D013436	C15
D013471	C17
D013479	C14
D013494	C10
D013494	C11
D013494	C23
D013514	OTH
D013530	C01
D013530	C23
D013534	OTH
D013543	C17
D013544	C04
D013546	C17
D013549	OTH
D013566	OTH
D013575	C10
D013575	C23
D013576	C05
D013576	C16
D013580	C05
D013580	C16
D013581	C04
D013585	C05
D013586	C04
D013587	C01
D013610	C14
D013610	C23
D013613	C14
D013613	C23
D013614	C14
D013614	C23
D013616	C14
D013616	C23
D013617	C14
D013617	C23
D013618	C20
D013625	C14
D013625	C17
D013631	C10
D013631	C16
D013631	C18
D013651	C10
D013651	C23
D013662	OTH
D013683	C14
D013683	C15
D013683	C16
D013684	C14
D013693	OTH
D013694	F03
D013700	C10
D013700	C14
D013700	C17
D013700	C20
D013705	C05
D013706	C05
D013708	OTH
D013716	C05
D013717	C05
D013724	C04
D013733	C19
D013734	C16
D013734	C19
D013736	C04
D013742	C01
D013746	C10
D013746	C18
D013746	C23
D013771	C14
D013771	C16
D013789	C15
D013789	C16
D013796	C05
D013796	C16
D013805	OTH
D013806	OTH
D013851	C23
D013894	F03
D013915	C15
D013915	C16
D013919	C14
D013920	C15
D013921	C15
D013922	C15
D013923	C14
D013924	C14
D013925	OTH
D013926	OTH
D013927	C14
D013939	OTH
D013945	C04
D013953	C04
D013954	OTH
D013958	C19
D013959	C19
D013963	OTH
D013964	C04
D013966	C19
D013967	C19
D013967	C20
D013968	C19
D013971	C19
D013972	OTH
D013974	OTH
D013978	OTH
D013981	C10
D013981	F03
D013990	OTH
D013991	C05
D013991	C17
D014005	C01
D014005	C17
D014008	C01
D014008	C17
D014008	C23
D014009	C01
D014009	C17
D014010	C01
D014010	C17
D014012	C10
D014012	C23
D014029	F03
D014060	OTH
D014062	C04
D014064	OTH
D014069	C01
D014069	C08
D014071	C16
D014075	OTH
D014076	OTH
D014077	OTH
D014078	C06
D014082	OTH
D014095	OTH
D014097	OTH
D014098	C23
D014103	C23
D014123	C01
D014133	C08
D014136	C01
D014136	C08
D014138	C06
D014138	C08
D014138	C23
D014196	OTH
D014202	C10
D014202	C23
D014211	C01
D014245	C01
D014247	C01
D014256	F03
D014262	C14
D014277	C10
D014280	OTH
D014284	OTH
D014295	OTH
D014313	C10
D014313	C23
D014328	C04
D014336	OTH
D014353	C01
D014355	C01
D014376	C01
D014380	C01
D014402	C04
D014406	C01
D014408	OTH
D014409	OTH
D014424	C14
D014424	C16
D014424	C19
D014428	C16
D014429	OTH
D014435	C01
D014456	C23
D014458	OTH
D014474	C10
D014474	C23
D014508	OTH
D014511	OTH
D014514	C23
D014517	OTH
D014523	C04
D014524	OTH
D014525	OTH
D014526	OTH
D014527	OTH
D014545	C23
D014549	C23
D014552	C01
D014555	OTH
D014564	C16
D014565	C04
D014568	OTH
D014570	OTH
D014581	C17
D014581	C20
D014590	C05
D014591	OTH
D014592	C23
D014593	OTH
D014594	C04
D014595	OTH
D014596	C23
D014597	OTH
D014604	C04
D014605	C11
D014606	C11
D014607	C10
D014607	C11
D014607	C20
D014615	C01
D014623	OTH
D014625	C04
D014627	OTH
D014635	OTH
D014646	C14
D014647	C14
D014647	C17
D014648	C14
D014652	C14
D014653	C10
D014653	C14
D014655	OTH
D014657	C14
D014661	OTH
D014664	OTH
D014681	C16
D014689	C14
D014690	OTH
D014693	C14
D014693	C23
D014715	C10
D014715	C14
D014717	C10
D014717	C23
D014718	OTH
D014766	C01
D014766	C23
D014770	C23
D014777	C01
D014786	C10
D014786	C11
D014786	C23
D014796	F03
D014797	OTH
D014801	OTH
D014802	C18
D014804	C18
D014805	OTH
D014806	C18
D014807	OTH
D014808	C18
D014810	OTH
D014811	C18
D014812	OTH
D014813	C15
D014813	C18
D014815	OTH
D014820	C17
D014823	C11
D014823	C23
D014826	C08
D014826	C10
D014826	C23
D014832	C08
D014832	C10
D014832	C23
D014839	C23
D014842	C15
D014842	C16
D014845	OTH
D014847	OTH
D014848	OTH
D014849	C16
D014851	C05
D014851	F03
D014859	OTH
D014860	C01
D014860	C17
D014869	C18
D014883	C18
D014890	C08
D014890	C14
D014890	C20
D014897	C10
D014897	C16
D014898	C16
D014898	C18
D014911	OTH
D014917	C01
D014917	C08
D014923	C15
D014923	C16
D014923	C20
D014927	C14
D014927	C16
D014929	C10
D014929	C11
D014929	C16
D014929	C18
D014929	C19
D014945	OTH
D014946	C01
D014947	OTH
D014973	C18
D014983	C04
D014985	C11
D014987	OTH
D015000	OTH
D015004	C01
D015032	OTH
D015043	C04
D015091	OTH
D015140	C10
D015140	C14
D015140	F03
D015154	C06
D015155	C06
D015160	C15
D015160	C16
D015160	C20
D015160	C23
D015163	C01
D015175	C04
D015179	C04
D015207	C05
D015209	C06
D015210	C05
D015210	C16
D015210	C18
D015211	C06
D015211	C10
D015211	C16
D015211	C18
D015212	C06
D015223	C16
D015223	C18
D015228	C18
D015266	C04
D015267	C14
D015267	C15
D015267	C20
D015270	C01
D015275	C15
D015275	C20
D015283	OTH
D015299	C01
D015299	C05
D015319	C16
D015319	C18
D015324	C10
D015324	C16
D015324	C18
D015325	C10
D015325	C16
D015325	C18
D015352	C11
D015354	C10
D015354	C11
D015354	C23
D015356	C11
D015356	C14
D015415	OTH
D015417	C10
D015417	C16
D015418	C10
D015418	C11
D015418	C16
D015419	C10
D015419	C16
D015422	C11
D015423	C11
D015427	C14
D015427	C23
D015430	C23
D015431	C23
D015432	C20
D015433	C20
D015434	C17
D015444	C05
D015448	C04
D015451	C04
D015452	C04
D015459	C04
D015464	C04
D015466	C04
D015470	C04
D015473	C04
D015477	C04
D015493	C01
D015493	C10
D015499	C16
D015499	C18
D015508	C08
D015518	C10
D015518	C16
D015519	C05
D015526	C01
D015526	C10
D015526	C20
D015526	F03
D015535	C05
D015535	C17
D015576	C05
D015594	C10
D015594	C11
D015595	C17
D015603	OTH
D015605	C01
D015614	C15
D015624	C04
D015658	C01
D015658	C20
D015673	C01
D015673	C05
D015673	C10
D015675	OTH
D015715	C11
D015736	OTH
D015746	C23
D015775	OTH
D015776	C16
D015776	C17
D015783	C11
D015783	C16
D015785	C11
D015785	C16
D015794	C11
D015794	C16
D015799	C11
D015799	C16
D015807	C10
D015812	C11
D015814	C11
D015817	C01
D015817	C11
D015828	C01
D015828	C11
D015835	C10
D015835	C11
D015837	OTH
D015841	C11
D015850	OTH
D015862	C11
D015863	C11
D015864	C11
D015866	C11
D015868	C11
D015875	C10
D015875	C11
D015875	C23
D015877	C10
D015877	C11
D015877	C23
D015878	C11
D015992	OTH
D015996	OTH
D016055	OTH
D016059	C05
D016063	C23
D016066	C04
D016080	C04
D016084	OTH
D016098	C01
D016098	C10
D016098	C16
D016103	OTH
D016104	OTH
D016108	C16
D016108	C17
D016109	C16
D016109	C17
D016110	C16
D016110	C17
D016111	C16
D016111	C17
D016111	C18
D016112	C16
D016112	C17
D016114	C16
D016114	C17
D016114	C18
D016115	C11
D016115	C16
D016115	C17
D016115	C18
D016116	C16
D016116	C17
D016116	C18
D016117	C11
D016117	C16
D016117	C17
D016117	C18
D016135	C10
D016135	C16
D016136	C10
D016136	C16
D016142	C05
D016142	C10
D016142	C16
D016171	C14
D016171	C23
D016207	OTH
D016228	OTH
D016263	C01
D016263	C20
D016273	OTH
D016277	OTH
D016279	OTH
D016388	OTH
D016393	C04
D016399	C04
D016403	C04
D016410	C04
D016411	C04
D016460	C17
D016460	C23
D016463	C17
D016464	C16
D016464	C18
D016469	C01
D016469	C23
D016470	C01
D016470	C23
D016471	C19
D016472	C10
D016480	C01
D016481	C01
D016491	C14
D016506	C16
D016506	C17
D016511	C16
D016511	C18
D016511	C20
D016512	OTH
D016518	C04
D016523	C17
D016532	C10
D016532	C16
D016532	C17
D016532	C18
D016534	C14
D016534	C23
D016535	C08
D016537	C10
D016537	C16
D016537	C18
D016538	C16
D016538	C17
D016538	C18
D016540	F03
D016543	C04
D016553	C15
D016553	C20
D016553	C23
D016559	OTH
D016569	C11
D016569	C16
D016575	C17
D016584	F03
D016585	C01
D016606	C04
D016640	C18
D016640	C19
D016649	C19
D016657	C10
D016657	C14
D016657	C18
D016706	C05
D016706	C17
D016706	C20
D016720	C01
D016728	F03
D016731	C01
D016731	C17
D016736	C20
D016738	C06
D016738	C14
D016738	C16
D016739	F03
D016751	C01
D016751	C06
D016757	C14
D016757	C23
D016849	C01
D016849	C11
D016857	C23
D016864	C04
D016867	C20
D016881	C01
D016883	C18
D016883	C19
D016884	C19
D016884	C20
D016889	C04
D016891	C16
D016893	C10
D016893	C14
D016900	OTH
D016905	C01
D016908	C01
D016918	C01
D016918	C05
D016919	C01
D016919	C10
D016920	C01
D016920	C10
D016923	OTH
D017006	C05
D017034	C10
D017035	OTH
D017043	C04
D017044	C16
D017074	C20
D017085	C15
D017085	C16
D017086	C15
D017086	C16
D017091	C06
D017091	C14
D017092	C16
D017092	C17
D017092	C18
D017093	C06
D017094	C06
D017094	C16
D017094	C17
D017094	C18
D017096	C01
D017096	C10
D017098	C15
D017098	C20
D017099	C15
D017099	C20
D017114	C06
D017116	C23
D017118	C06
D017118	C16
D017118	C17
D017118	C18
D017119	C06
D017119	C16
D017119	C17
D017119	C18
D017130	OTH
D017180	C14
D017180	C23
D017192	C01
D017192	C17
D017193	C01
D017193	C17
D017202	C14
D017204	C10
D017204	C16
D017209	OTH
D017240	C05
D017240	C10
D017240	C18
D017241	C05
D017241	C10
D017241	C14
D017241	C16
D017241	C18
D017242	OTH
D017246	C05
D017246	C10
D017246	C11
D017246	C18
D017246	C23
D017253	C04
D017257	OTH
D017285	C05
D017285	C10
D017292	OTH
D017298	OTH
D017308	OTH
D017311	OTH
D017328	OTH
D017332	OTH
D017359	OTH
D017374	OTH
D017379	C14
D017379	C23
D017430	OTH
D017436	C16
D017436	C19
D017439	C23
D017444	C17
D017449	C17
D017449	C20
D017453	C17
D017454	C17
D017454	C20
D017484	C17
D017486	C17
D017488	C16
D017488	C17
D017490	C16
D017490	C17
D017492	C17
D017495	C17
D017496	C17
D017497	C01
D017497	C17
D017499	C16
D017499	C17
D017511	C17
D017512	C17
D017514	C17
D017541	C14
D017544	C14
D017545	C14
D017562	C06
D017562	C23
D017563	C08
D017564	C08
D017578	C20
D017588	C16
D017588	C19
D017590	C10
D017590	C18
D017599	C04
D017673	OTH
D017674	C18
D017675	C06
D017675	C14
D017675	C17
D017675	C18
D017678	OTH
D017681	C15
D017689	C05
D017689	C16
D017693	OTH
D017695	OTH
D017696	C05
D017696	C10
D017699	C23
